collection_id,retrieved_at_utc,retrieved_at_local,provider,location_id,street_name,sample_description,query_latitude,query_longitude,status,frc,current_speed_kmph,free_flow_speed_kmph,speed_ratio,speed_reduction_percent,congestion_level,current_travel_time_seconds,free_flow_travel_time_seconds,delay_seconds,travel_time_delay_percent,confidence,road_closure,openlr,segment_start_latitude,segment_start_longitude,segment_end_latitude,segment_end_longitude,segment_point_count,error_type,error_message
20260822T115202Z-260de11704,2026-08-22T11:52:03.561038+00:00,2026-08-22T18:52:03.561038+07:00,tomtom_flow_segment_v4,vo_nguyen_giap,Võ Nguyên Giáp,Representative eastern gateway section,10.8019750,106.7459740,ok,FRC4,43.0,43.0,1.0,0.0,free_flow,170.0,170.0,0.0,0.0,1.0,false,C0vmUweuFieIIgcMAZkjEw==,10.8000366,106.7339413,10.8041217,106.7519805,27,,
20260822T115202Z-260de11704,2026-08-22T11:52:03.743300+00:00,2026-08-22T18:52:03.743300+07:00,tomtom_flow_segment_v4,nguyen_van_linh,Nguyễn Văn Linh,Representative section near Nguyễn Hữu Thọ,10.7282150,106.6992090,ok,FRC1,41.0,41.0,1.0,0.0,free_flow,893.0,893.0,0.0,0.0,1.0,false,C0vfAwehAgonrR7qDzYKEw==,10.7281884,106.6937806,10.7671246,106.7729232,145,,
20260822T115202Z-260de11704,2026-08-22T11:52:03.931719+00:00,2026-08-22T18:52:03.931719+07:00,tomtom_flow_segment_v4,vo_van_kiet,Võ Văn Kiệt,Central-west representative section,10.7500210,106.6674470,ok,FRC7,34.0,34.0,1.0,0.0,free_flow,52.0,52.0,0.0,0.0,1.0,false,C0vaKwelDzvrCAG4/7k7Fg==,10.7504493,106.6671623,10.7497305,106.6715625,18,,
20260822T115202Z-260de11704,2026-08-22T11:52:04.118067+00:00,2026-08-22T18:52:04.118067+07:00,tomtom_flow_segment_v4,cach_mang_thang_tam,Cách Mạng Tháng Tám,Representative central section,10.7794710,106.6785630,ok,FRC2,18.0,30.0,0.6,40.0,moderate,2169.0,1301.0,868.0,66.718,1.0,false,C0vhRgeowRNYGvqTAIkSWgb+3wCdEloH/pkAwxJaDf2SAUgTWgv90QEtE1oK/g0BCRNaCf44APgSWgX+/wCGE1sE/xgAfBNaBf8TAHsTWgP/SwBgE1oU/239XBJOOgNP9FkTHg==,10.7707389,106.7062086,10.7552264,106.6624054,416,,
20260822T115202Z-260de11704,2026-08-22T11:52:04.301312+00:00,2026-08-22T18:52:04.301312+07:00,tomtom_flow_segment_v4,pham_van_dong,Phạm Văn Đồng,Representative north-eastern corridor section near Bình Thạnh,10.8228100,106.7015400,ok,FRC2,32.0,42.0,0.7619,23.81,light,1634.0,1245.0,389.0,31.245,0.9991,false,C0vsAAe7fBJyQ/i69OAaco3l0PP9GnUS/F3/8Rt3A/9g//Mbdwr/vgBcG2QHAOL/sRsA,10.8736284,106.7651233,10.814243,106.6701557,396,,
20260822T115202Z-260de11704,2026-08-22T11:52:04.515854+00:00,2026-08-22T18:52:04.515854+07:00,tomtom_flow_segment_v4,mai_chi_tho,Mai Chí Thọ,Representative eastern corridor section near An Lợi Đông,10.7752100,106.7270640,ok,FRC4,37.0,37.0,1.0,0.0,free_flow,935.0,935.0,0.0,0.0,1.0,false,C0vpLAer2COUHvpe/QIjlRD88f5qI5UF/xL/hSOVBP8a/4ojlQv9sv8yI5ZfDQ0GPyMT,10.7877025,106.749592,10.7875081,106.7501727,103,,
20260822T115202Z-260de11704,2026-08-22T11:52:04.710667+00:00,2026-08-22T18:52:04.710667+07:00,tomtom_flow_segment_v4,kinh_duong_vuong,Kinh Dương Vương,Representative western gateway section near Phú Lâm,10.7497280,106.6285560,ok,FRC2,25.0,35.0,0.7143,28.571,moderate,1449.0,1035.0,414.0,40.0,1.0,false,C0vbdgeoKRNTGvzd+5gSVij3ov8wE1ha8Yv2CxJUDv2Q/jMSBg==,10.767476,106.6742635,10.7240135,106.6015595,342,,
20260822T115202Z-260de11704,2026-08-22T11:52:04.894139+00:00,2026-08-22T18:52:04.894139+07:00,tomtom_flow_segment_v4,nguyen_tat_thanh,Nguyễn Tất Thành,Representative southern port corridor section in District 4,10.7625560,106.7082990,ok,FRC2,20.0,36.0,0.5556,44.444,moderate,956.0,531.0,425.0,80.038,0.9937,false,C0vgbwerpBNLSQZM9H8SThACyv3xExs=,10.7865868,106.7015965,10.7518655,106.7248553,178,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:17.789996+00:00,2026-08-22T19:26:17.789996+07:00,tomtom_flow_segment_v4,cong_hoa,Cộng Hòa,Mid-corridor representative section,10.8015180,106.6520970,ok,FRC2,28.0,38.0,0.7368,26.316,moderate,231.0,170.0,61.0,35.882,1.0,false,C0vZLAeuOhNXHvmWAIYSCA==,10.8008011,106.6617027,10.8021423,106.6452822,42,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:18.030348+00:00,2026-08-22T19:26:18.030348+07:00,tomtom_flow_segment_v4,truong_chinh,Trường Chinh,Mid-corridor representative section,10.8193240,106.6312200,ok,FRC5,22.0,33.0,0.6667,33.333,moderate,273.0,182.0,91.0,50.0,1.0,false,C0vUMgevrCugHP44BZMrCQ==,10.8087391,106.6343522,10.8230018,106.6297951,34,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:18.271707+00:00,2026-08-22T19:26:18.271707+07:00,tomtom_flow_segment_v4,dien_bien_phu,Điện Biên Phủ,Representative section near Hàng Xanh,10.8012760,106.7128320,ok,FRC7,13.0,18.0,0.7222,27.778,moderate,87.0,63.0,24.0,38.095,1.0,false,C0vieQeuTT/oBQEX/8Q/Fg==,10.8012195,106.7127867,10.8006134,106.7155708,11,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:18.517161+00:00,2026-08-22T19:26:18.517161+07:00,tomtom_flow_segment_v4,nguyen_huu_canh,Nguyễn Hữu Cảnh,Representative section near Landmark 81,10.7926990,106.7181560,ok,FRC2,37.0,37.0,1.0,0.0,free_flow,272.0,272.0,0.0,0.0,1.0,false,C0vjuQetzxNND/9p/S8SUCD7VPxuEh8=,10.7985011,106.7196558,10.7821544,106.7061817,101,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:18.761378+00:00,2026-08-22T19:26:18.761378+07:00,tomtom_flow_segment_v4,vo_nguyen_giap,Võ Nguyên Giáp,Representative eastern gateway section,10.8019750,106.7459740,ok,FRC4,33.0,42.0,0.7857,21.429,light,222.0,175.0,47.0,26.857,1.0,false,C0vmUweuFieIIgcMAZkjEw==,10.8000366,106.7339413,10.8041217,106.7519805,27,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:19.001473+00:00,2026-08-22T19:26:19.001473+07:00,tomtom_flow_segment_v4,nguyen_van_linh,Nguyễn Văn Linh,Representative section near Nguyễn Hữu Thọ,10.7282150,106.6992090,ok,FRC1,36.0,41.0,0.878,12.195,light,1017.0,893.0,124.0,13.886,1.0,false,C0vfAwehAgonrR7qDzYKEw==,10.7281884,106.6937806,10.7671246,106.7729232,145,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:19.245043+00:00,2026-08-22T19:26:19.245043+07:00,tomtom_flow_segment_v4,vo_van_kiet,Võ Văn Kiệt,Central-west representative section,10.7500210,106.6674470,ok,FRC7,34.0,34.0,1.0,0.0,free_flow,52.0,52.0,0.0,0.0,1.0,false,C0vaKwelDzvrCAG4/7k7Fg==,10.7504493,106.6671623,10.7497305,106.6715625,18,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:19.507786+00:00,2026-08-22T19:26:19.507786+07:00,tomtom_flow_segment_v4,cach_mang_thang_tam,Cách Mạng Tháng Tám,Representative central section,10.7794710,106.6785630,ok,FRC2,18.0,30.0,0.6,40.0,moderate,2169.0,1301.0,868.0,66.718,1.0,false,C0vhRgeowRNYGvqTAIkSWgb+3wCdEloH/pkAwxJaDf2SAUgTWgv90QEtE1oK/g0BCRNaCf44APgSWgX+/wCGE1sE/xgAfBNaBf8TAHsTWgP/SwBgE1oU/239XBJOOgNP9FkTHg==,10.7707389,106.7062086,10.7552264,106.6624054,416,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:19.775549+00:00,2026-08-22T19:26:19.775549+07:00,tomtom_flow_segment_v4,pham_van_dong,Phạm Văn Đồng,Representative north-eastern corridor section near Bình Thạnh,10.8228100,106.7015400,ok,FRC2,31.0,42.0,0.7381,26.19,moderate,1687.0,1245.0,442.0,35.502,0.9975,false,C0vsAAe7fBJyQ/i69OAaco3l0PP9GnUS/F3/8Rt3A/9g//Mbdwr/vgBcG2QHAOL/sRsA,10.8736284,106.7651233,10.814243,106.6701557,396,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:20.017630+00:00,2026-08-22T19:26:20.017630+07:00,tomtom_flow_segment_v4,mai_chi_tho,Mai Chí Thọ,Representative eastern corridor section near An Lợi Đông,10.7752100,106.7270640,ok,FRC4,37.0,37.0,1.0,0.0,free_flow,935.0,935.0,0.0,0.0,1.0,false,C0vpLAer2COUHvpe/QIjlRD88f5qI5UF/xL/hSOVBP8a/4ojlQv9sv8yI5ZfDQ0GPyMT,10.7877025,106.749592,10.7875081,106.7501727,103,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:20.277321+00:00,2026-08-22T19:26:20.277321+07:00,tomtom_flow_segment_v4,kinh_duong_vuong,Kinh Dương Vương,Representative western gateway section near Phú Lâm,10.7497280,106.6285560,ok,FRC2,26.0,35.0,0.7429,25.714,moderate,1393.0,1035.0,358.0,34.589,1.0,false,C0vbdgeoKRNTGvzd+5gSVij3ov8wE1ha8Yv2CxJUDv2Q/jMSBg==,10.767476,106.6742635,10.7240135,106.6015595,342,,
20260822T122617Z-32fa896af4,2026-08-22T12:26:20.525347+00:00,2026-08-22T19:26:20.525347+07:00,tomtom_flow_segment_v4,nguyen_tat_thanh,Nguyễn Tất Thành,Representative southern port corridor section in District 4,10.7625560,106.7082990,ok,FRC2,20.0,35.0,0.5714,42.857,moderate,956.0,546.0,410.0,75.092,1.0,false,C0vgbwerpBNLSQZM9H8SThACyv3xExs=,10.7865868,106.7015965,10.7518655,106.7248553,178,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:00.371888+00:00,2026-08-22T20:11:00.371888+07:00,tomtom_flow_segment_v4,cong_hoa,Cộng Hòa,Mid-corridor representative section,10.8015180,106.6520970,ok,FRC2,30.0,38.0,0.7895,21.053,light,216.0,170.0,46.0,27.059,1.0,false,C0vZLAeuOhNXHvmWAIYSCA==,10.8008011,106.6617027,10.8021423,106.6452822,42,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:00.614449+00:00,2026-08-22T20:11:00.614449+07:00,tomtom_flow_segment_v4,truong_chinh,Trường Chinh,Mid-corridor representative section,10.8193240,106.6312200,ok,FRC5,24.0,33.0,0.7273,27.273,moderate,250.0,182.0,68.0,37.363,1.0,false,C0vUMgevrCugHP44BZMrCQ==,10.8087391,106.6343522,10.8230018,106.6297951,34,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:00.863885+00:00,2026-08-22T20:11:00.863885+07:00,tomtom_flow_segment_v4,dien_bien_phu,Điện Biên Phủ,Representative section near Hàng Xanh,10.8012760,106.7128320,ok,FRC7,12.0,18.0,0.6667,33.333,moderate,94.0,63.0,31.0,49.206,1.0,false,C0vieQeuTT/oBQEX/8Q/Fg==,10.8012195,106.7127867,10.8006134,106.7155708,11,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:01.109008+00:00,2026-08-22T20:11:01.109008+07:00,tomtom_flow_segment_v4,nguyen_huu_canh,Nguyễn Hữu Cảnh,Representative section near Landmark 81,10.7926990,106.7181560,ok,FRC2,27.0,37.0,0.7297,27.027,moderate,373.0,272.0,101.0,37.132,1.0,false,C0vjuQetzxNND/9p/S8SUCD7VPxuEh8=,10.7985011,106.7196558,10.7821544,106.7061817,101,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:01.355847+00:00,2026-08-22T20:11:01.355847+07:00,tomtom_flow_segment_v4,vo_nguyen_giap,Võ Nguyên Giáp,Representative eastern gateway section,10.8019750,106.7459740,ok,FRC4,43.0,43.0,1.0,0.0,free_flow,170.0,170.0,0.0,0.0,1.0,false,C0vmUweuFieIIgcMAZkjEw==,10.8000366,106.7339413,10.8041217,106.7519805,27,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:01.599482+00:00,2026-08-22T20:11:01.599482+07:00,tomtom_flow_segment_v4,nguyen_van_linh,Nguyễn Văn Linh,Representative section near Nguyễn Hữu Thọ,10.7282150,106.6992090,ok,FRC1,41.0,41.0,1.0,0.0,free_flow,893.0,893.0,0.0,0.0,1.0,false,C0vfAwehAgonrR7qDzYKEw==,10.7281884,106.6937806,10.7671246,106.7729232,145,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:01.846254+00:00,2026-08-22T20:11:01.846254+07:00,tomtom_flow_segment_v4,vo_van_kiet,Võ Văn Kiệt,Central-west representative section,10.7500210,106.6674470,ok,FRC7,34.0,34.0,1.0,0.0,free_flow,52.0,52.0,0.0,0.0,1.0,false,C0vaKwelDzvrCAG4/7k7Fg==,10.7504493,106.6671623,10.7497305,106.6715625,18,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:02.111449+00:00,2026-08-22T20:11:02.111449+07:00,tomtom_flow_segment_v4,cach_mang_thang_tam,Cách Mạng Tháng Tám,Representative central section,10.7794710,106.6785630,ok,FRC2,18.0,30.0,0.6,40.0,moderate,2169.0,1301.0,868.0,66.718,1.0,false,C0vhRgeowRNYGvqTAIkSWgb+3wCdEloH/pkAwxJaDf2SAUgTWgv90QEtE1oK/g0BCRNaCf44APgSWgX+/wCGE1sE/xgAfBNaBf8TAHsTWgP/SwBgE1oU/239XBJOOgNP9FkTHg==,10.7707389,106.7062086,10.7552264,106.6624054,416,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:02.420890+00:00,2026-08-22T20:11:02.420890+07:00,tomtom_flow_segment_v4,pham_van_dong,Phạm Văn Đồng,Representative north-eastern corridor section near Bình Thạnh,10.8228100,106.7015400,ok,FRC2,33.0,42.0,0.7857,21.429,light,1585.0,1245.0,340.0,27.309,0.9985,false,C0vsAAe7fBJyQ/i69OAaco3l0PP9GnUS/F3/8Rt3A/9g//Mbdwr/vgBcG2QHAOL/sRsA,10.8736284,106.7651233,10.814243,106.6701557,396,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:02.662876+00:00,2026-08-22T20:11:02.662876+07:00,tomtom_flow_segment_v4,mai_chi_tho,Mai Chí Thọ,Representative eastern corridor section near An Lợi Đông,10.7752100,106.7270640,ok,FRC4,31.0,37.0,0.8378,16.216,light,1116.0,935.0,181.0,19.358,1.0,false,C0vpLAer2COUHvpe/QIjlRD88f5qI5UF/xL/hSOVBP8a/4ojlQv9sv8yI5ZfDQ0GPyMT,10.7877025,106.749592,10.7875081,106.7501727,103,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:02.926874+00:00,2026-08-22T20:11:02.926874+07:00,tomtom_flow_segment_v4,kinh_duong_vuong,Kinh Dương Vương,Representative western gateway section near Phú Lâm,10.7497280,106.6285560,ok,FRC2,26.0,35.0,0.7429,25.714,moderate,1393.0,1035.0,358.0,34.589,1.0,false,C0vbdgeoKRNTGvzd+5gSVij3ov8wE1ha8Yv2CxJUDv2Q/jMSBg==,10.767476,106.6742635,10.7240135,106.6015595,342,,
20260822T131100Z-91e5ebc8d0,2026-08-22T13:11:03.179710+00:00,2026-08-22T20:11:03.179710+07:00,tomtom_flow_segment_v4,nguyen_tat_thanh,Nguyễn Tất Thành,Representative southern port corridor section in District 4,10.7625560,106.7082990,ok,FRC2,24.0,36.0,0.6667,33.333,moderate,796.0,531.0,265.0,49.906,1.0,false,C0vgbwerpBNLSQZM9H8SThACyv3xExs=,10.7865868,106.7015965,10.7518655,106.7248553,178,,
